realtime_start,value,date,realtime_end
2019-12-06,206238.0,2015-12-01,2019-12-06
2019-12-06,206466.0,2016-01-01,2019-12-06
2019-12-06,206668.0,2016-02-01,2019-12-06
2019-12-06,206855.0,2016-03-01,2019-12-06
2019-12-06,207065.0,2016-04-01,2019-12-06
2019-12-06,207260.0,2016-05-01,2019-12-06
2019-12-06,207462.0,2016-06-01,2019-12-06
2019-12-06,207661.0,2016-07-01,2019-12-06
2019-12-06,207881.0,2016-08-01,2019-12-06
2019-12-06,208114.0,2016-09-01,2019-12-06
2019-12-06,208345.0,2016-10-01,2019-12-06
2019-12-06,208555.0,2016-11-01,2019-12-06
2019-12-06,208740.0,2016-12-01,2019-12-06
2019-12-06,208917.0,2017-01-01,2019-12-06
2019-12-06,209061.0,2017-02-01,2019-12-06
2019-12-06,209212.0,2017-03-01,2019-12-06
2019-12-06,209386.0,2017-04-01,2019-12-06
2019-12-06,209545.0,2017-05-01,2019-12-06
2019-12-06,209725.0,2017-06-01,2019-12-06
2019-12-06,209896.0,2017-07-01,2019-12-06
2019-12-06,210075.0,2017-08-01,2019-12-06
2019-12-06,210278.0,2017-09-01,2019-12-06
2019-12-06,210479.0,2017-10-01,2019-12-06
2019-12-06,210656.0,2017-11-01,2019-12-06
2019-12-06,210821.0,2017-12-01,2019-12-06
2019-12-06,210985.0,2018-01-01,2019-12-06
2019-12-06,211120.0,2018-02-01,2019-12-06
2019-12-06,211254.0,2018-03-01,2019-12-06
2019-12-06,211420.0,2018-04-01,2019-12-06
2019-12-06,211577.0,2018-05-01,2019-12-06
2019-12-06,211746.0,2018-06-01,2019-12-06
2019-12-06,211909.0,2018-07-01,2019-12-06
2019-12-06,212092.0,2018-08-01,2019-12-06
2019-12-06,212289.0,2018-09-01,2019-12-06
2019-12-06,212475.0,2018-10-01,2019-12-06
2019-12-06,212634.0,2018-11-01,2019-12-06
2019-12-06,212785.0,2018-12-01,2019-12-06
2019-12-06,212932.0,2019-01-01,2019-12-06
2019-12-06,213074.0,2019-02-01,2019-12-06
2019-12-06,213211.0,2019-03-01,2019-12-06
2019-12-06,213361.0,2019-04-01,2019-12-06
2019-12-06,213513.0,2019-05-01,2019-12-06
2019-12-06,213686.0,2019-06-01,2019-12-06
2019-12-06,213854.0,2019-07-01,2019-12-06
2019-12-06,214042.0,2019-08-01,2019-12-06
2019-12-06,214246.0,2019-09-01,2019-12-06
2019-12-06,214451.0,2019-10-01,2019-12-06
2019-12-06,214625.0,2019-11-01,2019-12-06
2019-12-06,214782.0,2019-12-01,2019-12-06
2019-12-06,214931.0,2020-01-01,2019-12-06
2019-12-06,215065.0,2020-02-01,2019-12-06
2019-12-06,215198.0,2020-03-01,2019-12-06
2019-12-06,215353.0,2020-04-01,2019-12-06
2019-12-06,215523.0,2020-05-01,2019-12-06
2019-12-06,215768.0,2020-06-01,2019-12-06
2019-12-06,215973.0,2020-07-01,2019-12-06
2019-12-06,216195.0,2020-08-01,2019-12-06
2019-12-06,216393.0,2020-09-01,2019-12-06
2019-12-06,216587.0,2020-10-01,2019-12-06
2019-12-06,216771.0,2020-11-01,2019-12-06
2019-12-06,216931.0,2020-12-01,2019-12-06
2019-12-06,217095.0,2021-01-01,2019-12-06
2019-12-06,217249.0,2021-02-01,2019-12-06
2019-12-06,217381.0,2021-03-01,2019-12-06
2019-12-06,217528.0,2021-04-01,2019-12-06
2019-12-06,217685.0,2021-05-01,2019-12-06
2019-12-06,217861.0,2021-06-01,2019-12-06
2019-12-06,218035.0,2021-07-01,2019-12-06
2019-12-06,218233.0,2021-08-01,2019-12-06
2019-12-06,218440.0,2021-09-01,2019-12-06
2019-12-06,218644.0,2021-10-01,2019-12-06
2019-12-06,218834.0,2021-11-01,2019-12-06
2019-12-06,219006.0,2021-12-01,2019-12-06
2019-12-06,219179.0,2022-01-01,2019-12-06
2019-12-06,219344.0,2022-02-01,2019-12-06
2019-12-06,219504.0,2022-03-01,2019-12-06
2019-12-06,219684.0,2022-04-01,2019-12-06
2019-12-06,219859.0,2022-05-01,2019-12-06
2019-12-06,220046.0,2022-06-01,2019-12-06
2019-12-06,220239.0,2022-07-01,2019-12-06
2019-12-06,220458.0,2022-08-01,2019-12-06
2019-12-06,220688.0,2022-09-01,2019-12-06
2019-12-06,220904.0,2022-10-01,2019-12-06
2019-12-06,221109.0,2022-11-01,2019-12-06
2019-12-06,221303.0,2022-12-01,2019-12-06
2019-12-06,221477.0,2023-01-01,2019-12-06
2019-12-06,221629.0,2023-02-01,2019-12-06
2019-12-06,221792.0,2023-03-01,2019-12-06
2019-12-06,221991.0,2023-04-01,2019-12-06
2019-12-06,222176.0,2023-05-01,2019-12-06
2019-12-06,222379.0,2023-06-01,2019-12-06
2019-12-06,222585.0,2023-07-01,2019-12-06
2019-12-06,222805.0,2023-08-01,2019-12-06
2019-12-06,223053.0,2023-09-01,2019-12-06
2019-12-06,223271.0,2023-10-01,2019-12-06
2019-12-06,223477.0,2023-11-01,2019-12-06
2019-12-06,223670.0,2023-12-01,2019-12-06
2019-12-06,223865.0,2024-01-01,2019-12-06
2019-12-06,224053.0,2024-02-01,2019-12-06
2019-12-06,224235.0,2024-03-01,2019-12-06
2019-12-06,224438.0,2024-04-01,2019-12-06
2019-12-06,224632.0,2024-05-01,2019-12-06
2019-12-06,224843.0,2024-06-01,2019-12-06
2019-12-06,225055.0,2024-07-01,2019-12-06
2019-12-06,225295.0,2024-08-01,2019-12-06
2019-12-06,225547.0,2024-09-01,2019-12-06
2019-12-06,225801.0,2024-10-01,2019-12-06
2019-12-06,226027.0,2024-11-01,2019-12-06
2019-12-06,226243.0,2024-12-01,2019-12-06
2019-12-06,226451.0,2025-01-01,2019-12-06
2019-12-06,226656.0,2025-02-01,2019-12-06
2019-12-06,226849.0,2025-03-01,2019-12-06
2019-12-06,227061.0,2025-04-01,2019-12-06
2019-12-06,227251.0,2025-05-01,2019-12-06
2019-12-06,227522.0,2025-06-01,2019-12-06
2019-12-06,227726.0,2025-07-01,2019-12-06
2019-12-06,227953.0,2025-08-01,2019-12-06
2019-12-06,228186.0,2025-09-01,2019-12-06
2019-12-06,228417.0,2025-10-01,2019-12-06
2019-12-06,228612.0,2025-11-01,2019-12-06
2019-12-06,228779.0,2025-12-01,2019-12-06
2019-12-06,228937.0,2026-01-01,2019-12-06
2019-12-06,229071.0,2026-02-01,2019-12-06
2019-12-06,229224.0,2026-03-01,2019-12-06
2019-12-06,229403.0,2026-04-01,2019-12-06
2019-12-06,229575.0,2026-05-01,2019-12-06
2019-12-06,229761.0,2026-06-01,2019-12-06
2019-12-06,229966.0,2026-07-01,2019-12-06
2019-12-06,230187.0,2026-08-01,2019-12-06
2019-12-06,230412.0,2026-09-01,2019-12-06
2019-12-06,230641.0,2026-10-01,2019-12-06
2019-12-06,230822.0,2026-11-01,2019-12-06
2019-12-06,230989.0,2026-12-01,2019-12-06
2019-12-06,231157.0,2027-01-01,2019-12-06
2019-12-06,231313.0,2027-02-01,2019-12-06
2019-12-06,231470.0,2027-03-01,2019-12-06
2019-12-06,231645.0,2027-04-01,2019-12-06
2019-12-06,231809.0,2027-05-01,2019-12-06
2019-12-06,231992.0,2027-06-01,2019-12-06
2019-12-06,232188.0,2027-07-01,2019-12-06
2019-12-06,232392.0,2027-08-01,2019-12-06
2019-12-06,232599.0,2027-09-01,2019-12-06
2019-12-06,232816.0,2027-10-01,2019-12-06
2019-12-06,232993.0,2027-11-01,2019-12-06
2019-12-06,233160.0,2027-12-01,2019-12-06
2019-12-06,233322.0,2028-01-01,2019-12-06
2019-12-06,233473.0,2028-02-01,2019-12-06
2019-12-06,233613.0,2028-03-01,2019-12-06
2019-12-06,233781.0,2028-04-01,2019-12-06
2019-12-06,233922.0,2028-05-01,2019-12-06
2019-12-06,234118.0,2028-06-01,2019-12-06
2019-12-06,234307.0,2028-07-01,2019-12-06
2019-12-06,234501.0,2028-08-01,2019-12-06
2019-12-06,234701.0,2028-09-01,2019-12-06
2019-12-06,234907.0,2028-10-01,2019-12-06
2019-12-06,235078.0,2028-11-01,2019-12-06
2019-12-06,235235.0,2028-12-01,2019-12-06
2019-12-06,235385.0,2029-01-01,2019-12-06
2019-12-06,235527.0,2029-02-01,2019-12-06
2019-12-06,235675.0,2029-03-01,2019-12-06
2019-12-06,235839.0,2029-04-01,2019-12-06
2019-12-06,235993.0,2029-05-01,2019-12-06
2019-12-06,236160.0,2029-06-01,2019-12-06
2019-12-06,236348.0,2029-07-01,2019-12-06
2019-12-06,236549.0,2029-08-01,2019-12-06
2019-12-06,236760.0,2029-09-01,2019-12-06
2019-12-06,236976.0,2029-10-01,2019-12-06
2019-12-06,237159.0,2029-11-01,2019-12-06
2019-12-06,237316.0,2029-12-01,2019-12-06
2019-12-06,237468.0,2030-01-01,2019-12-06
2019-12-06,237602.0,2030-02-01,2019-12-06
2019-12-06,237732.0,2030-03-01,2019-12-06
2019-12-06,237900.0,2030-04-01,2019-12-06
2019-12-06,238074.0,2030-05-01,2019-12-06
2019-12-06,238270.0,2030-06-01,2019-12-06
2019-12-06,238466.0,2030-07-01,2019-12-06
2019-12-06,238679.0,2030-08-01,2019-12-06
2019-12-06,238898.0,2030-09-01,2019-12-06
2019-12-06,239113.0,2030-10-01,2019-12-06
2019-12-06,239307.0,2030-11-01,2019-12-06
2019-12-06,239477.0,2030-12-01,2019-12-06
2019-12-06,239638.0,2031-01-01,2019-12-06
2019-12-06,239788.0,2031-02-01,2019-12-06
2019-12-06,239928.0,2031-03-01,2019-12-06
2019-12-06,240094.0,2031-04-01,2019-12-06
2019-12-06,240271.0,2031-05-01,2019-12-06
2019-12-06,240459.0,2031-06-01,2019-12-06
2019-12-06,240651.0,2031-07-01,2019-12-06
2019-12-06,240854.0,2031-08-01,2019-12-06
2019-12-06,241068.0,2031-09-01,2019-12-06
2019-12-06,241274.0,2031-10-01,2019-12-06
2019-12-06,241467.0,2031-11-01,2019-12-06
2019-12-06,241620.0,2031-12-01,2019-12-06
2019-12-06,241784.0,2032-01-01,2019-12-06
2019-12-06,241930.0,2032-02-01,2019-12-06
2019-12-06,242079.0,2032-03-01,2019-12-06
2019-12-06,242252.0,2032-04-01,2019-12-06
2019-12-06,242423.0,2032-05-01,2019-12-06
2019-12-06,242608.0,2032-06-01,2019-12-06
2019-12-06,242804.0,2032-07-01,2019-12-06
2019-12-06,243012.0,2032-08-01,2019-12-06
2019-12-06,243223.0,2032-09-01,2019-12-06
2019-12-06,243446.0,2032-10-01,2019-12-06
2019-12-06,243639.0,2032-11-01,2019-12-06
2019-12-06,243809.0,2032-12-01,2019-12-06
2019-12-06,243981.0,2033-01-01,2019-12-06
2019-12-06,244131.0,2033-02-01,2019-12-06
2019-12-06,244279.0,2033-03-01,2019-12-06
2019-12-06,244445.0,2033-04-01,2019-12-06
2019-12-06,244610.0,2033-05-01,2019-12-06
2019-12-06,244806.0,2033-06-01,2019-12-06
2019-12-06,245021.0,2033-07-01,2019-12-06
2019-12-06,245240.0,2033-08-01,2019-12-06
2019-12-06,245464.0,2033-09-01,2019-12-06
2019-12-06,245693.0,2033-10-01,2019-12-06
2019-12-06,245884.0,2033-11-01,2019-12-06
2019-12-06,246056.0,2033-12-01,2019-12-06
2019-12-06,246224.0,2034-01-01,2019-12-06
2019-12-06,246378.0,2034-02-01,2019-12-06
2019-12-06,246530.0,2034-03-01,2019-12-06
2019-12-06,246721.0,2034-04-01,2019-12-06
2019-12-06,246906.0,2034-05-01,2019-12-06
2019-12-06,247114.0,2034-06-01,2019-12-06
2019-12-06,247342.0,2034-07-01,2019-12-06
2019-12-06,247573.0,2034-08-01,2019-12-06
2019-12-06,247816.0,2034-09-01,2019-12-06
2019-12-06,248067.0,2034-10-01,2019-12-06
2019-12-06,248281.0,2034-11-01,2019-12-06
2019-12-06,248479.0,2034-12-01,2019-12-06
2019-12-06,248659.0,2035-01-01,2019-12-06
2019-12-06,248827.0,2035-02-01,2019-12-06
2019-12-06,249012.0,2035-03-01,2019-12-06
2019-12-06,249306.0,2035-04-01,2019-12-06
2019-12-06,249565.0,2035-05-01,2019-12-06
2019-12-06,249849.0,2035-06-01,2019-12-06
2019-12-06,250132.0,2035-07-01,2019-12-06
2019-12-06,250439.0,2035-08-01,2019-12-06
2019-12-06,250751.0,2035-09-01,2019-12-06
2019-12-06,251057.0,2035-10-01,2019-12-06
2019-12-06,251346.0,2035-11-01,2019-12-06
2019-12-06,251626.0,2035-12-01,2019-12-06
2019-12-06,251889.0,2036-01-01,2019-12-06
2019-12-06,252135.0,2036-02-01,2019-12-06
2019-12-06,252372.0,2036-03-01,2019-12-06
2019-12-06,252643.0,2036-04-01,2019-12-06
2019-12-06,252913.0,2036-05-01,2019-12-06
2019-12-06,253207.0,2036-06-01,2019-12-06
2019-12-06,253493.0,2036-07-01,2019-12-06
2019-12-06,253807.0,2036-08-01,2019-12-06
2019-12-06,254126.0,2036-09-01,2019-12-06
2019-12-06,254435.0,2036-10-01,2019-12-06
2019-12-06,254718.0,2036-11-01,2019-12-06
2019-12-06,254964.0,2036-12-01,2019-12-06
2019-12-06,255214.0,2037-01-01,2019-12-06
2019-12-06,255448.0,2037-02-01,2019-12-06
2019-12-06,255703.0,2037-03-01,2019-12-06
2019-12-06,255992.0,2037-04-01,2019-12-06
2019-12-06,256285.0,2037-05-01,2019-12-06
2019-12-06,256589.0,2037-06-01,2019-12-06
2019-12-06,256894.0,2037-07-01,2019-12-06
2019-12-06,257232.0,2037-08-01,2019-12-06
2019-12-06,257548.0,2037-09-01,2019-12-06
2019-12-06,257861.0,2037-10-01,2019-12-06
2019-12-06,258147.0,2037-11-01,2019-12-06
2019-12-06,258413.0,2037-12-01,2019-12-06
2019-12-06,258679.0,2038-01-01,2019-12-06
2019-12-06,258919.0,2038-02-01,2019-12-06
2019-12-06,259152.0,2038-03-01,2019-12-06
2019-12-06,259414.0,2038-04-01,2019-12-06
2019-12-06,259680.0,2038-05-01,2019-12-06
2019-12-06,259963.0,2038-06-01,2019-12-06
2019-12-06,260255.0,2038-07-01,2019-12-06
2019-12-06,260566.0,2038-08-01,2019-12-06
2019-12-06,260867.0,2038-09-01,2019-12-06
2019-12-06,261163.0,2038-10-01,2019-12-06
2019-12-06,261425.0,2038-11-01,2019-12-06
2019-12-06,261674.0,2038-12-01,2019-12-06
2019-12-06,261919.0,2039-01-01,2019-12-06
2019-12-06,262123.0,2039-02-01,2019-12-06
2019-12-06,262352.0,2039-03-01,2019-12-06
2019-12-06,262631.0,2039-04-01,2019-12-06
2019-12-06,262877.0,2039-05-01,2019-12-06
2019-12-06,263152.0,2039-06-01,2019-12-06
2019-12-06,263436.0,2039-07-01,2019-12-06
2019-12-06,263724.0,2039-08-01,2019-12-06
2019-12-06,264017.0,2039-09-01,2019-12-06
2019-12-06,264301.0,2039-10-01,2019-12-06
2019-12-06,264559.0,2039-11-01,2019-12-06
2019-12-06,264804.0,2039-12-01,2019-12-06
2019-12-06,265044.0,2040-01-01,2019-12-06
2019-12-06,265270.0,2040-02-01,2019-12-06
2019-12-06,265495.0,2040-03-01,2019-12-06
2019-12-06,265755.0,2040-04-01,2019-12-06
2019-12-06,265998.0,2040-05-01,2019-12-06
2019-12-06,266270.0,2040-06-01,2019-12-06
2019-12-06,266557.0,2040-07-01,2019-12-06
2019-12-06,266843.0,2040-08-01,2019-12-06
2019-12-06,267152.0,2040-09-01,2019-12-06
2019-12-06,267456.0,2040-10-01,2019-12-06
2019-12-06,267715.0,2040-11-01,2019-12-06
2019-12-06,267943.0,2040-12-01,2019-12-06
2019-12-06,268151.0,2041-01-01,2019-12-06
2019-12-06,268364.0,2041-02-01,2019-12-06
2019-12-06,268595.0,2041-03-01,2019-12-06
2019-12-06,268853.0,2041-04-01,2019-12-06
2019-12-06,269108.0,2041-05-01,2019-12-06
2019-12-06,269386.0,2041-06-01,2019-12-06
2019-12-06,269667.0,2041-07-01,2019-12-06
2019-12-06,269976.0,2041-08-01,2019-12-06
2019-12-06,270284.0,2041-09-01,2019-12-06
2019-12-06,270581.0,2041-10-01,2019-12-06
2019-12-06,270878.0,2041-11-01,2019-12-06
2019-12-06,271125.0,2041-12-01,2019-12-06
2019-12-06,271360.0,2042-01-01,2019-12-06
2019-12-06,271585.0,2042-02-01,2019-12-06
2019-12-06,271821.0,2042-03-01,2019-12-06
2019-12-06,272083.0,2042-04-01,2019-12-06
2019-12-06,272342.0,2042-05-01,2019-12-06
2019-12-06,272622.0,2042-06-01,2019-12-06
2019-12-06,272912.0,2042-07-01,2019-12-06
2019-12-06,273237.0,2042-08-01,2019-12-06
2019-12-06,273553.0,2042-09-01,2019-12-06
2019-12-06,273852.0,2042-10-01,2019-12-06
2019-12-06,274126.0,2042-11-01,2019-12-06
2019-12-06,274372.0,2042-12-01,2019-12-06
2019-12-06,274626.0,2043-01-01,2019-12-06
2019-12-06,274838.0,2043-02-01,2019-12-06
2019-12-06,275047.0,2043-03-01,2019-12-06
2019-12-06,275304.0,2043-04-01,2019-12-06
2019-12-06,275564.0,2043-05-01,2019-12-06
2019-12-06,275836.0,2043-06-01,2019-12-06
2019-12-06,276115.0,2043-07-01,2019-12-06
2019-12-06,276418.0,2043-08-01,2019-12-06
2019-12-06,276714.0,2043-09-01,2019-12-06
2019-12-06,277003.0,2043-10-01,2019-12-06
2019-12-06,277277.0,2043-11-01,2019-12-06
2019-12-06,277526.0,2043-12-01,2019-12-06
2019-12-06,277790.0,2044-01-01,2019-12-06
2019-12-06,277992.0,2044-02-01,2019-12-06
2019-12-06,278198.0,2044-03-01,2019-12-06
2019-12-06,278451.0,2044-04-01,2019-12-06
2019-12-06,278717.0,2044-05-01,2019-12-06
2019-12-06,279001.0,2044-06-01,2019-12-06
2019-12-06,279295.0,2044-07-01,2019-12-06
2019-12-06,279602.0,2044-08-01,2019-12-06
2019-12-06,279903.0,2044-09-01,2019-12-06
2019-12-06,280203.0,2044-10-01,2019-12-06
2019-12-06,280471.0,2044-11-01,2019-12-06
2019-12-06,280716.0,2044-12-01,2019-12-06
2019-12-06,280976.0,2045-01-01,2019-12-06
2019-12-06,281190.0,2045-02-01,2019-12-06
2019-12-06,281409.0,2045-03-01,2019-12-06
2019-12-06,281653.0,2045-04-01,2019-12-06
2019-12-06,281877.0,2045-05-01,2019-12-06
2019-12-06,282126.0,2045-06-01,2019-12-06
2019-12-06,282385.0,2045-07-01,2019-12-06
2019-12-06,282653.0,2045-08-01,2019-12-06
2019-12-06,282932.0,2045-09-01,2019-12-06
2019-12-06,283201.0,2045-10-01,2019-12-06
2019-12-06,283453.0,2045-11-01,2019-12-06
2019-12-06,283696.0,2045-12-01,2019-12-06
2019-12-06,283920.0,2046-01-01,2019-12-06
2019-12-06,284137.0,2046-02-01,2019-12-06
2019-12-06,284350.0,2046-03-01,2019-12-06
2019-12-06,284581.0,2046-04-01,2019-12-06
2019-12-06,284810.0,2046-05-01,2019-12-06
2019-12-06,285062.0,2046-06-01,2019-12-06
2019-12-06,285309.0,2046-07-01,2019-12-06
2019-12-06,285570.0,2046-08-01,2019-12-06
2019-12-06,285843.0,2046-09-01,2019-12-06
2019-12-06,286098.0,2046-10-01,2019-12-06
2019-12-06,286341.0,2046-11-01,2019-12-06
2019-12-06,286570.0,2046-12-01,2019-12-06
2019-12-06,286788.0,2047-01-01,2019-12-06
2019-12-06,286994.0,2047-02-01,2019-12-06
2019-12-06,287190.0,2047-03-01,2019-12-06
2019-12-06,287397.0,2047-04-01,2019-12-06
2019-12-06,287623.0,2047-05-01,2019-12-06
2019-12-06,287864.0,2047-06-01,2019-12-06
2019-12-06,288105.0,2047-07-01,2019-12-06
2019-12-06,288360.0,2047-08-01,2019-12-06
2019-12-06,288618.0,2047-09-01,2019-12-06
2019-12-06,288870.0,2047-10-01,2019-12-06
2019-12-06,289106.0,2047-11-01,2019-12-06
2019-12-06,289313.0,2047-12-01,2019-12-06
2019-12-06,289518.0,2048-01-01,2019-12-06
2019-12-06,289714.0,2048-02-01,2019-12-06
2019-12-06,289911.0,2048-03-01,2019-12-06
2019-12-06,290125.0,2048-04-01,2019-12-06
2019-12-06,290346.0,2048-05-01,2019-12-06
2019-12-06,290584.0,2048-06-01,2019-12-06
2019-12-06,290820.0,2048-07-01,2019-12-06
2019-12-06,291072.0,2048-08-01,2019-12-06
2019-12-06,291321.0,2048-09-01,2019-12-06
2019-12-06,291574.0,2048-10-01,2019-12-06
2019-12-06,291807.0,2048-11-01,2019-12-06
2019-12-06,292008.0,2048-12-01,2019-12-06
2019-12-06,292192.0,2049-01-01,2019-12-06
2019-12-06,292368.0,2049-02-01,2019-12-06
2019-12-06,292561.0,2049-03-01,2019-12-06
2019-12-06,292779.0,2049-04-01,2019-12-06
2019-12-06,292997.0,2049-05-01,2019-12-06
2019-12-06,293223.0,2049-06-01,2019-12-06
2019-12-06,293463.0,2049-07-01,2019-12-06
2019-12-06,293719.0,2049-08-01,2019-12-06
2019-12-06,293971.0,2049-09-01,2019-12-06
2019-12-06,294230.0,2049-10-01,2019-12-06
2019-12-06,294466.0,2049-11-01,2019-12-06
2019-12-06,294694.0,2049-12-01,2019-12-06
2019-12-06,294914.0,2050-01-01,2019-12-06
2019-12-06,295105.0,2050-02-01,2019-12-06
2019-12-06,295287.0,2050-03-01,2019-12-06
2019-12-06,295490.0,2050-04-01,2019-12-06
2019-12-06,295704.0,2050-05-01,2019-12-06
2019-12-06,295936.0,2050-06-01,2019-12-06
2019-12-06,296186.0,2050-07-01,2019-12-06
2019-12-06,296440.0,2050-08-01,2019-12-06
2019-12-06,296707.0,2050-09-01,2019-12-06
2019-12-06,296972.0,2050-10-01,2019-12-06
2019-12-06,297207.0,2050-11-01,2019-12-06
2019-12-06,297431.0,2050-12-01,2019-12-06
2019-12-06,297647.0,2051-01-01,2019-12-06
2019-12-06,297854.0,2051-02-01,2019-12-06
2019-12-06,298060.0,2051-03-01,2019-12-06
2019-12-06,298281.0,2051-04-01,2019-12-06
2019-12-06,298496.0,2051-05-01,2019-12-06
2019-12-06,298739.0,2051-06-01,2019-12-06
2019-12-06,298996.0,2051-07-01,2019-12-06
2019-12-06,299263.0,2051-08-01,2019-12-06
2019-12-06,299554.0,2051-09-01,2019-12-06
2019-12-06,299835.0,2051-10-01,2019-12-06
2019-12-06,300094.0,2051-11-01,2019-12-06
2019-12-06,300340.0,2051-12-01,2019-12-06
2019-12-06,300574.0,2052-01-01,2019-12-06
2019-12-06,300802.0,2052-02-01,2019-12-06
2019-12-06,301021.0,2052-03-01,2019-12-06
2019-12-06,301254.0,2052-04-01,2019-12-06
2019-12-06,301483.0,2052-05-01,2019-12-06
2019-12-06,301739.0,2052-06-01,2019-12-06
2019-12-06,302004.0,2052-07-01,2019-12-06
2019-12-06,302267.0,2052-08-01,2019-12-06
2019-12-06,302546.0,2052-09-01,2019-12-06
2019-12-06,302807.0,2052-10-01,2019-12-06
2019-12-06,303054.0,2052-11-01,2019-12-06
2019-12-06,303287.0,2052-12-01,2019-12-06
2019-12-06,303506.0,2053-01-01,2019-12-06
2019-12-06,303711.0,2053-02-01,2019-12-06
2019-12-06,303907.0,2053-03-01,2019-12-06
2019-12-06,304117.0,2053-04-01,2019-12-06
2019-12-06,304323.0,2053-05-01,2019-12-06
2019-12-06,304556.0,2053-06-01,2019-12-06
2019-12-06,304798.0,2053-07-01,2019-12-06
2019-12-06,305045.0,2053-08-01,2019-12-06
2019-12-06,305309.0,2053-09-01,2019-12-06
2019-12-06,305554.0,2053-10-01,2019-12-06
2019-12-06,305786.0,2053-11-01,2019-12-06
2019-12-06,306004.0,2053-12-01,2019-12-06
2019-12-06,306208.0,2054-01-01,2019-12-06
2019-12-06,306402.0,2054-02-01,2019-12-06
2019-12-06,306588.0,2054-03-01,2019-12-06
2019-12-06,306787.0,2054-04-01,2019-12-06
2019-12-06,306984.0,2054-05-01,2019-12-06
2019-12-06,307206.0,2054-06-01,2019-12-06
2019-12-06,307439.0,2054-07-01,2019-12-06
2019-12-06,307685.0,2054-08-01,2019-12-06
2019-12-06,307946.0,2054-09-01,2019-12-06
2019-12-06,308189.0,2054-10-01,2019-12-06
2019-12-06,308418.0,2054-11-01,2019-12-06
2019-12-06,308633.0,2054-12-01,2019-12-06
2019-12-06,308833.0,2055-01-01,2019-12-06
2019-12-06,309027.0,2055-02-01,2019-12-06
2019-12-06,309212.0,2055-03-01,2019-12-06
2019-12-06,309191.211,2055-04-01,2019-12-06
2019-12-06,309369.053,2055-05-01,2019-12-06
2019-12-06,309548.502,2055-06-01,2019-12-06
2019-12-06,309745.698,2055-07-01,2019-12-06
2019-12-06,309957.775,2055-08-01,2019-12-06
2019-12-06,310176.466,2055-09-01,2019-12-06
2019-12-06,310399.958,2055-10-01,2019-12-06
2019-12-06,310595.764,2055-11-01,2019-12-06
2019-12-06,310781.705,2055-12-01,2019-12-06
2019-12-06,310960.74,2056-01-01,2019-12-06
2019-12-06,311113.376,2056-02-01,2019-12-06
2019-12-06,311265.404,2056-03-01,2019-12-06
2019-12-06,311436.238,2056-04-01,2019-12-06
2019-12-06,311607.08,2056-05-01,2019-12-06
2019-12-06,311791.223,2056-06-01,2019-12-06
2019-12-06,311997.049,2056-07-01,2019-12-06
2019-12-06,312205.367,2056-08-01,2019-12-06
2019-12-06,312429.118,2056-09-01,2019-12-06
2019-12-06,312644.159,2056-10-01,2019-12-06
2019-12-06,312829.523,2056-11-01,2019-12-06
2019-12-06,313009.712,2056-12-01,2019-12-06
2019-12-06,313183.179,2057-01-01,2019-12-06
2019-12-06,313338.977,2057-02-01,2019-12-06
2019-12-06,313499.369,2057-03-01,2019-12-06
2019-12-06,313667.127,2057-04-01,2019-12-06
2019-12-06,313830.53,2057-05-01,2019-12-06
2019-12-06,314017.594,2057-06-01,2019-12-06
2019-12-06,314210.786,2057-07-01,2019-12-06
2019-12-06,314422.341,2057-08-01,2019-12-06
2019-12-06,314646.749,2057-09-01,2019-12-06
2019-12-06,314853.978,2057-10-01,2019-12-06
2019-12-06,315053.863,2057-11-01,2019-12-06
2019-12-06,315232.752,2057-12-01,2019-12-06
2019-12-06,315389.595,2058-01-01,2019-12-06
2019-12-06,315520.143,2058-02-01,2019-12-06
2019-12-06,315662.224,2058-03-01,2019-12-06
2019-12-06,315817.855,2058-04-01,2019-12-06
2019-12-06,315983.654,2058-05-01,2019-12-06
2019-12-06,316171.042,2058-06-01,2019-12-06
2019-12-06,316358.778,2058-07-01,2019-12-06
2019-12-06,316580.327,2058-08-01,2019-12-06
2019-12-06,316806.125,2058-09-01,2019-12-06
2019-12-06,317022.27,2058-10-01,2019-12-06
2019-12-06,317228.026,2058-11-01,2019-12-06
2019-12-06,317411.551,2058-12-01,2019-12-06
2019-12-06,317593.923,2059-01-01,2019-12-06
2019-12-06,317753.883,2059-02-01,2019-12-06
2019-12-06,317917.203,2059-03-01,2019-12-06
2019-12-06,318089.218,2059-04-01,2019-12-06
2019-12-06,318269.505,2059-05-01,2019-12-06
2019-12-06,318464.152,2059-06-01,2019-12-06
2019-12-06,318662.368,2059-07-01,2019-12-06
2019-12-06,318893.786,2059-08-01,2019-12-06
2019-12-06,319125.296,2059-09-01,2019-12-06
2019-12-06,319353.734,2059-10-01,2019-12-06
2019-12-06,319564.209,2059-11-01,2019-12-06
2019-12-06,319746.157,2059-12-01,2019-12-06
2019-12-06,319928.646,2060-01-01,2019-12-06
2019-12-06,320074.511,2060-02-01,2019-12-06
2019-12-06,320230.786,2060-03-01,2019-12-06
2019-12-06,320402.295,2060-04-01,2019-12-06
2019-12-06,320583.972,2060-05-01,2019-12-06
2019-12-06,320773.558,2060-06-01,2019-12-06
2019-12-06,320978.213,2060-07-01,2019-12-06
2019-12-06,321202.45,2060-08-01,2019-12-06
