realtime_start,value,date,realtime_end
2019-12-06,235527.0,2012-02-01,2019-12-06
2019-12-06,235675.0,2012-03-01,2019-12-06
2019-12-06,235839.0,2012-04-01,2019-12-06
2019-12-06,235993.0,2012-05-01,2019-12-06
2019-12-06,236160.0,2012-06-01,2019-12-06
2019-12-06,236348.0,2012-07-01,2019-12-06
2019-12-06,236549.0,2012-08-01,2019-12-06
2019-12-06,236760.0,2012-09-01,2019-12-06
2019-12-06,236976.0,2012-10-01,2019-12-06
2019-12-06,237159.0,2012-11-01,2019-12-06
2019-12-06,237316.0,2012-12-01,2019-12-06
2019-12-06,237468.0,2013-01-01,2019-12-06
2019-12-06,237602.0,2013-02-01,2019-12-06
2019-12-06,237732.0,2013-03-01,2019-12-06
2019-12-06,237900.0,2013-04-01,2019-12-06
2019-12-06,238074.0,2013-05-01,2019-12-06
2019-12-06,238270.0,2013-06-01,2019-12-06
2019-12-06,238466.0,2013-07-01,2019-12-06
2019-12-06,238679.0,2013-08-01,2019-12-06
2019-12-06,238898.0,2013-09-01,2019-12-06
2019-12-06,239113.0,2013-10-01,2019-12-06
2019-12-06,239307.0,2013-11-01,2019-12-06
2019-12-06,239477.0,2013-12-01,2019-12-06
2019-12-06,239638.0,2014-01-01,2019-12-06
2019-12-06,239788.0,2014-02-01,2019-12-06
2019-12-06,239928.0,2014-03-01,2019-12-06
2019-12-06,240094.0,2014-04-01,2019-12-06
2019-12-06,240271.0,2014-05-01,2019-12-06
2019-12-06,240459.0,2014-06-01,2019-12-06
2019-12-06,240651.0,2014-07-01,2019-12-06
2019-12-06,240854.0,2014-08-01,2019-12-06
2019-12-06,241068.0,2014-09-01,2019-12-06
2019-12-06,241274.0,2014-10-01,2019-12-06
2019-12-06,241467.0,2014-11-01,2019-12-06
2019-12-06,241620.0,2014-12-01,2019-12-06
2019-12-06,241784.0,2015-01-01,2019-12-06
2019-12-06,241930.0,2015-02-01,2019-12-06
2019-12-06,242079.0,2015-03-01,2019-12-06
2019-12-06,242252.0,2015-04-01,2019-12-06
2019-12-06,242423.0,2015-05-01,2019-12-06
2019-12-06,242608.0,2015-06-01,2019-12-06
2019-12-06,242804.0,2015-07-01,2019-12-06
2019-12-06,243012.0,2015-08-01,2019-12-06
2019-12-06,243223.0,2015-09-01,2019-12-06
2019-12-06,243446.0,2015-10-01,2019-12-06
2019-12-06,243639.0,2015-11-01,2019-12-06
2019-12-06,243809.0,2015-12-01,2019-12-06
2019-12-06,243981.0,2016-01-01,2019-12-06
2019-12-06,244131.0,2016-02-01,2019-12-06
2019-12-06,244279.0,2016-03-01,2019-12-06
2019-12-06,244445.0,2016-04-01,2019-12-06
2019-12-06,244610.0,2016-05-01,2019-12-06
2019-12-06,244806.0,2016-06-01,2019-12-06
2019-12-06,245021.0,2016-07-01,2019-12-06
2019-12-06,245240.0,2016-08-01,2019-12-06
2019-12-06,245464.0,2016-09-01,2019-12-06
2019-12-06,245693.0,2016-10-01,2019-12-06
2019-12-06,245884.0,2016-11-01,2019-12-06
2019-12-06,246056.0,2016-12-01,2019-12-06
2019-12-06,246224.0,2017-01-01,2019-12-06
2019-12-06,246378.0,2017-02-01,2019-12-06
2019-12-06,246530.0,2017-03-01,2019-12-06
2019-12-06,246721.0,2017-04-01,2019-12-06
2019-12-06,246906.0,2017-05-01,2019-12-06
2019-12-06,247114.0,2017-06-01,2019-12-06
2019-12-06,247342.0,2017-07-01,2019-12-06
2019-12-06,247573.0,2017-08-01,2019-12-06
2019-12-06,247816.0,2017-09-01,2019-12-06
2019-12-06,248067.0,2017-10-01,2019-12-06
2019-12-06,248281.0,2017-11-01,2019-12-06
2019-12-06,248479.0,2017-12-01,2019-12-06
2019-12-06,248659.0,2018-01-01,2019-12-06
2019-12-06,248827.0,2018-02-01,2019-12-06
2019-12-06,249012.0,2018-03-01,2019-12-06
2019-12-06,249306.0,2018-04-01,2019-12-06
2019-12-06,249565.0,2018-05-01,2019-12-06
2019-12-06,249849.0,2018-06-01,2019-12-06
2019-12-06,250132.0,2018-07-01,2019-12-06
2019-12-06,250439.0,2018-08-01,2019-12-06
2019-12-06,250751.0,2018-09-01,2019-12-06
2019-12-06,251057.0,2018-10-01,2019-12-06
2019-12-06,251346.0,2018-11-01,2019-12-06
2019-12-06,251626.0,2018-12-01,2019-12-06
2019-12-06,251889.0,2019-01-01,2019-12-06
2019-12-06,252135.0,2019-02-01,2019-12-06
2019-12-06,252372.0,2019-03-01,2019-12-06
2019-12-06,252643.0,2019-04-01,2019-12-06
2019-12-06,252913.0,2019-05-01,2019-12-06
2019-12-06,253207.0,2019-06-01,2019-12-06
2019-12-06,253493.0,2019-07-01,2019-12-06
2019-12-06,253807.0,2019-08-01,2019-12-06
2019-12-06,254126.0,2019-09-01,2019-12-06
2019-12-06,254435.0,2019-10-01,2019-12-06
2019-12-06,254718.0,2019-11-01,2019-12-06
2019-12-06,254964.0,2019-12-01,2019-12-06
2019-12-06,255214.0,2020-01-01,2019-12-06
2019-12-06,255448.0,2020-02-01,2019-12-06
2019-12-06,255703.0,2020-03-01,2019-12-06
2019-12-06,255992.0,2020-04-01,2019-12-06
2019-12-06,256285.0,2020-05-01,2019-12-06
2019-12-06,256589.0,2020-06-01,2019-12-06
2019-12-06,256894.0,2020-07-01,2019-12-06
2019-12-06,257232.0,2020-08-01,2019-12-06
2019-12-06,257548.0,2020-09-01,2019-12-06
2019-12-06,257861.0,2020-10-01,2019-12-06
2019-12-06,258147.0,2020-11-01,2019-12-06
2019-12-06,258413.0,2020-12-01,2019-12-06
2019-12-06,258679.0,2021-01-01,2019-12-06
2019-12-06,258919.0,2021-02-01,2019-12-06
2019-12-06,259152.0,2021-03-01,2019-12-06
2019-12-06,259414.0,2021-04-01,2019-12-06
2019-12-06,259680.0,2021-05-01,2019-12-06
2019-12-06,259963.0,2021-06-01,2019-12-06
2019-12-06,260255.0,2021-07-01,2019-12-06
2019-12-06,260566.0,2021-08-01,2019-12-06
2019-12-06,260867.0,2021-09-01,2019-12-06
2019-12-06,261163.0,2021-10-01,2019-12-06
2019-12-06,261425.0,2021-11-01,2019-12-06
2019-12-06,261674.0,2021-12-01,2019-12-06
2019-12-06,261919.0,2022-01-01,2019-12-06
2019-12-06,262123.0,2022-02-01,2019-12-06
2019-12-06,262352.0,2022-03-01,2019-12-06
2019-12-06,262631.0,2022-04-01,2019-12-06
2019-12-06,262877.0,2022-05-01,2019-12-06
2019-12-06,263152.0,2022-06-01,2019-12-06
2019-12-06,263436.0,2022-07-01,2019-12-06
2019-12-06,263724.0,2022-08-01,2019-12-06
2019-12-06,264017.0,2022-09-01,2019-12-06
2019-12-06,264301.0,2022-10-01,2019-12-06
2019-12-06,264559.0,2022-11-01,2019-12-06
2019-12-06,264804.0,2022-12-01,2019-12-06
2019-12-06,265044.0,2023-01-01,2019-12-06
2019-12-06,265270.0,2023-02-01,2019-12-06
2019-12-06,265495.0,2023-03-01,2019-12-06
2019-12-06,265755.0,2023-04-01,2019-12-06
2019-12-06,265998.0,2023-05-01,2019-12-06
2019-12-06,266270.0,2023-06-01,2019-12-06
2019-12-06,266557.0,2023-07-01,2019-12-06
2019-12-06,266843.0,2023-08-01,2019-12-06
2019-12-06,267152.0,2023-09-01,2019-12-06
2019-12-06,267456.0,2023-10-01,2019-12-06
2019-12-06,267715.0,2023-11-01,2019-12-06
2019-12-06,267943.0,2023-12-01,2019-12-06
2019-12-06,268151.0,2024-01-01,2019-12-06
2019-12-06,268364.0,2024-02-01,2019-12-06
2019-12-06,268595.0,2024-03-01,2019-12-06
2019-12-06,268853.0,2024-04-01,2019-12-06
2019-12-06,269108.0,2024-05-01,2019-12-06
2019-12-06,269386.0,2024-06-01,2019-12-06
2019-12-06,269667.0,2024-07-01,2019-12-06
2019-12-06,269976.0,2024-08-01,2019-12-06
2019-12-06,270284.0,2024-09-01,2019-12-06
2019-12-06,270581.0,2024-10-01,2019-12-06
2019-12-06,270878.0,2024-11-01,2019-12-06
2019-12-06,271125.0,2024-12-01,2019-12-06
2019-12-06,271360.0,2025-01-01,2019-12-06
2019-12-06,271585.0,2025-02-01,2019-12-06
2019-12-06,271821.0,2025-03-01,2019-12-06
2019-12-06,272083.0,2025-04-01,2019-12-06
2019-12-06,272342.0,2025-05-01,2019-12-06
2019-12-06,272622.0,2025-06-01,2019-12-06
2019-12-06,272912.0,2025-07-01,2019-12-06
2019-12-06,273237.0,2025-08-01,2019-12-06
2019-12-06,273553.0,2025-09-01,2019-12-06
2019-12-06,273852.0,2025-10-01,2019-12-06
2019-12-06,274126.0,2025-11-01,2019-12-06
2019-12-06,274372.0,2025-12-01,2019-12-06
2019-12-06,274626.0,2026-01-01,2019-12-06
2019-12-06,274838.0,2026-02-01,2019-12-06
2019-12-06,275047.0,2026-03-01,2019-12-06
2019-12-06,275304.0,2026-04-01,2019-12-06
2019-12-06,275564.0,2026-05-01,2019-12-06
2019-12-06,275836.0,2026-06-01,2019-12-06
2019-12-06,276115.0,2026-07-01,2019-12-06
2019-12-06,276418.0,2026-08-01,2019-12-06
2019-12-06,276714.0,2026-09-01,2019-12-06
2019-12-06,277003.0,2026-10-01,2019-12-06
2019-12-06,277277.0,2026-11-01,2019-12-06
2019-12-06,277526.0,2026-12-01,2019-12-06
2019-12-06,277790.0,2027-01-01,2019-12-06
2019-12-06,277992.0,2027-02-01,2019-12-06
2019-12-06,278198.0,2027-03-01,2019-12-06
2019-12-06,278451.0,2027-04-01,2019-12-06
2019-12-06,278717.0,2027-05-01,2019-12-06
2019-12-06,279001.0,2027-06-01,2019-12-06
2019-12-06,279295.0,2027-07-01,2019-12-06
2019-12-06,279602.0,2027-08-01,2019-12-06
2019-12-06,279903.0,2027-09-01,2019-12-06
2019-12-06,280203.0,2027-10-01,2019-12-06
2019-12-06,280471.0,2027-11-01,2019-12-06
2019-12-06,280716.0,2027-12-01,2019-12-06
2019-12-06,280976.0,2028-01-01,2019-12-06
2019-12-06,281190.0,2028-02-01,2019-12-06
2019-12-06,281409.0,2028-03-01,2019-12-06
2019-12-06,281653.0,2028-04-01,2019-12-06
2019-12-06,281877.0,2028-05-01,2019-12-06
2019-12-06,282126.0,2028-06-01,2019-12-06
2019-12-06,282385.0,2028-07-01,2019-12-06
2019-12-06,282653.0,2028-08-01,2019-12-06
2019-12-06,282932.0,2028-09-01,2019-12-06
2019-12-06,283201.0,2028-10-01,2019-12-06
2019-12-06,283453.0,2028-11-01,2019-12-06
2019-12-06,283696.0,2028-12-01,2019-12-06
2019-12-06,283920.0,2029-01-01,2019-12-06
2019-12-06,284137.0,2029-02-01,2019-12-06
2019-12-06,284350.0,2029-03-01,2019-12-06
2019-12-06,284581.0,2029-04-01,2019-12-06
2019-12-06,284810.0,2029-05-01,2019-12-06
2019-12-06,285062.0,2029-06-01,2019-12-06
2019-12-06,285309.0,2029-07-01,2019-12-06
2019-12-06,285570.0,2029-08-01,2019-12-06
2019-12-06,285843.0,2029-09-01,2019-12-06
2019-12-06,286098.0,2029-10-01,2019-12-06
2019-12-06,286341.0,2029-11-01,2019-12-06
2019-12-06,286570.0,2029-12-01,2019-12-06
2019-12-06,286788.0,2030-01-01,2019-12-06
2019-12-06,286994.0,2030-02-01,2019-12-06
2019-12-06,287190.0,2030-03-01,2019-12-06
2019-12-06,287397.0,2030-04-01,2019-12-06
2019-12-06,287623.0,2030-05-01,2019-12-06
2019-12-06,287864.0,2030-06-01,2019-12-06
2019-12-06,288105.0,2030-07-01,2019-12-06
2019-12-06,288360.0,2030-08-01,2019-12-06
2019-12-06,288618.0,2030-09-01,2019-12-06
2019-12-06,288870.0,2030-10-01,2019-12-06
2019-12-06,289106.0,2030-11-01,2019-12-06
2019-12-06,289313.0,2030-12-01,2019-12-06
2019-12-06,289518.0,2031-01-01,2019-12-06
2019-12-06,289714.0,2031-02-01,2019-12-06
2019-12-06,289911.0,2031-03-01,2019-12-06
2019-12-06,290125.0,2031-04-01,2019-12-06
2019-12-06,290346.0,2031-05-01,2019-12-06
2019-12-06,290584.0,2031-06-01,2019-12-06
2019-12-06,290820.0,2031-07-01,2019-12-06
2019-12-06,291072.0,2031-08-01,2019-12-06
2019-12-06,291321.0,2031-09-01,2019-12-06
2019-12-06,291574.0,2031-10-01,2019-12-06
2019-12-06,291807.0,2031-11-01,2019-12-06
2019-12-06,292008.0,2031-12-01,2019-12-06
2019-12-06,292192.0,2032-01-01,2019-12-06
2019-12-06,292368.0,2032-02-01,2019-12-06
2019-12-06,292561.0,2032-03-01,2019-12-06
2019-12-06,292779.0,2032-04-01,2019-12-06
2019-12-06,292997.0,2032-05-01,2019-12-06
2019-12-06,293223.0,2032-06-01,2019-12-06
2019-12-06,293463.0,2032-07-01,2019-12-06
2019-12-06,293719.0,2032-08-01,2019-12-06
2019-12-06,293971.0,2032-09-01,2019-12-06
2019-12-06,294230.0,2032-10-01,2019-12-06
2019-12-06,294466.0,2032-11-01,2019-12-06
2019-12-06,294694.0,2032-12-01,2019-12-06
2019-12-06,294914.0,2033-01-01,2019-12-06
2019-12-06,295105.0,2033-02-01,2019-12-06
2019-12-06,295287.0,2033-03-01,2019-12-06
2019-12-06,295490.0,2033-04-01,2019-12-06
2019-12-06,295704.0,2033-05-01,2019-12-06
2019-12-06,295936.0,2033-06-01,2019-12-06
2019-12-06,296186.0,2033-07-01,2019-12-06
2019-12-06,296440.0,2033-08-01,2019-12-06
2019-12-06,296707.0,2033-09-01,2019-12-06
2019-12-06,296972.0,2033-10-01,2019-12-06
2019-12-06,297207.0,2033-11-01,2019-12-06
2019-12-06,297431.0,2033-12-01,2019-12-06
2019-12-06,297647.0,2034-01-01,2019-12-06
2019-12-06,297854.0,2034-02-01,2019-12-06
2019-12-06,298060.0,2034-03-01,2019-12-06
2019-12-06,298281.0,2034-04-01,2019-12-06
2019-12-06,298496.0,2034-05-01,2019-12-06
2019-12-06,298739.0,2034-06-01,2019-12-06
2019-12-06,298996.0,2034-07-01,2019-12-06
2019-12-06,299263.0,2034-08-01,2019-12-06
2019-12-06,299554.0,2034-09-01,2019-12-06
2019-12-06,299835.0,2034-10-01,2019-12-06
2019-12-06,300094.0,2034-11-01,2019-12-06
2019-12-06,300340.0,2034-12-01,2019-12-06
2019-12-06,300574.0,2035-01-01,2019-12-06
2019-12-06,300802.0,2035-02-01,2019-12-06
2019-12-06,301021.0,2035-03-01,2019-12-06
2019-12-06,301254.0,2035-04-01,2019-12-06
2019-12-06,301483.0,2035-05-01,2019-12-06
2019-12-06,301739.0,2035-06-01,2019-12-06
2019-12-06,302004.0,2035-07-01,2019-12-06
2019-12-06,302267.0,2035-08-01,2019-12-06
2019-12-06,302546.0,2035-09-01,2019-12-06
2019-12-06,302807.0,2035-10-01,2019-12-06
2019-12-06,303054.0,2035-11-01,2019-12-06
2019-12-06,303287.0,2035-12-01,2019-12-06
2019-12-06,303506.0,2036-01-01,2019-12-06
2019-12-06,303711.0,2036-02-01,2019-12-06
2019-12-06,303907.0,2036-03-01,2019-12-06
2019-12-06,304117.0,2036-04-01,2019-12-06
2019-12-06,304323.0,2036-05-01,2019-12-06
2019-12-06,304556.0,2036-06-01,2019-12-06
2019-12-06,304798.0,2036-07-01,2019-12-06
2019-12-06,305045.0,2036-08-01,2019-12-06
2019-12-06,305309.0,2036-09-01,2019-12-06
2019-12-06,305554.0,2036-10-01,2019-12-06
2019-12-06,305786.0,2036-11-01,2019-12-06
2019-12-06,306004.0,2036-12-01,2019-12-06
2019-12-06,306208.0,2037-01-01,2019-12-06
2019-12-06,306402.0,2037-02-01,2019-12-06
2019-12-06,306588.0,2037-03-01,2019-12-06
2019-12-06,306787.0,2037-04-01,2019-12-06
2019-12-06,306984.0,2037-05-01,2019-12-06
2019-12-06,307206.0,2037-06-01,2019-12-06
2019-12-06,307439.0,2037-07-01,2019-12-06
2019-12-06,307685.0,2037-08-01,2019-12-06
2019-12-06,307946.0,2037-09-01,2019-12-06
2019-12-06,308189.0,2037-10-01,2019-12-06
2019-12-06,308418.0,2037-11-01,2019-12-06
2019-12-06,308633.0,2037-12-01,2019-12-06
2019-12-06,308833.0,2038-01-01,2019-12-06
2019-12-06,309027.0,2038-02-01,2019-12-06
2019-12-06,309212.0,2038-03-01,2019-12-06
2019-12-06,309191.211,2038-04-01,2019-12-06
2019-12-06,309369.053,2038-05-01,2019-12-06
2019-12-06,309548.502,2038-06-01,2019-12-06
2019-12-06,309745.698,2038-07-01,2019-12-06
2019-12-06,309957.775,2038-08-01,2019-12-06
2019-12-06,310176.466,2038-09-01,2019-12-06
2019-12-06,310399.958,2038-10-01,2019-12-06
2019-12-06,310595.764,2038-11-01,2019-12-06
2019-12-06,310781.705,2038-12-01,2019-12-06
2019-12-06,310960.74,2039-01-01,2019-12-06
2019-12-06,311113.376,2039-02-01,2019-12-06
2019-12-06,311265.404,2039-03-01,2019-12-06
2019-12-06,311436.238,2039-04-01,2019-12-06
2019-12-06,311607.08,2039-05-01,2019-12-06
2019-12-06,311791.223,2039-06-01,2019-12-06
2019-12-06,311997.049,2039-07-01,2019-12-06
2019-12-06,312205.367,2039-08-01,2019-12-06
2019-12-06,312429.118,2039-09-01,2019-12-06
2019-12-06,312644.159,2039-10-01,2019-12-06
2019-12-06,312829.523,2039-11-01,2019-12-06
2019-12-06,313009.712,2039-12-01,2019-12-06
2019-12-06,313183.179,2040-01-01,2019-12-06
2019-12-06,313338.977,2040-02-01,2019-12-06
2019-12-06,313499.369,2040-03-01,2019-12-06
2019-12-06,313667.127,2040-04-01,2019-12-06
2019-12-06,313830.53,2040-05-01,2019-12-06
2019-12-06,314017.594,2040-06-01,2019-12-06
2019-12-06,314210.786,2040-07-01,2019-12-06
2019-12-06,314422.341,2040-08-01,2019-12-06
2019-12-06,314646.749,2040-09-01,2019-12-06
2019-12-06,314853.978,2040-10-01,2019-12-06
2019-12-06,315053.863,2040-11-01,2019-12-06
2019-12-06,315232.752,2040-12-01,2019-12-06
2019-12-06,315389.595,2041-01-01,2019-12-06
2019-12-06,315520.143,2041-02-01,2019-12-06
2019-12-06,315662.224,2041-03-01,2019-12-06
2019-12-06,315817.855,2041-04-01,2019-12-06
2019-12-06,315983.654,2041-05-01,2019-12-06
2019-12-06,316171.042,2041-06-01,2019-12-06
2019-12-06,316358.778,2041-07-01,2019-12-06
2019-12-06,316580.327,2041-08-01,2019-12-06
2019-12-06,316806.125,2041-09-01,2019-12-06
2019-12-06,317022.27,2041-10-01,2019-12-06
2019-12-06,317228.026,2041-11-01,2019-12-06
2019-12-06,317411.551,2041-12-01,2019-12-06
2019-12-06,317593.923,2042-01-01,2019-12-06
2019-12-06,317753.883,2042-02-01,2019-12-06
2019-12-06,317917.203,2042-03-01,2019-12-06
2019-12-06,318089.218,2042-04-01,2019-12-06
2019-12-06,318269.505,2042-05-01,2019-12-06
2019-12-06,318464.152,2042-06-01,2019-12-06
2019-12-06,318662.368,2042-07-01,2019-12-06
2019-12-06,318893.786,2042-08-01,2019-12-06
2019-12-06,319125.296,2042-09-01,2019-12-06
2019-12-06,319353.734,2042-10-01,2019-12-06
2019-12-06,319564.209,2042-11-01,2019-12-06
2019-12-06,319746.157,2042-12-01,2019-12-06
2019-12-06,319928.646,2043-01-01,2019-12-06
2019-12-06,320074.511,2043-02-01,2019-12-06
2019-12-06,320230.786,2043-03-01,2019-12-06
2019-12-06,320402.295,2043-04-01,2019-12-06
2019-12-06,320583.972,2043-05-01,2019-12-06
2019-12-06,320773.558,2043-06-01,2019-12-06
2019-12-06,320978.213,2043-07-01,2019-12-06
2019-12-06,321202.45,2043-08-01,2019-12-06
2019-12-06,321427.611,2043-09-01,2019-12-06
2019-12-06,321653.019,2043-10-01,2019-12-06
2019-12-06,321856.265,2043-11-01,2019-12-06
2019-12-06,322043.071,2043-12-01,2019-12-06
2019-12-06,322232.862,2044-01-01,2019-12-06
2019-12-06,322398.098,2044-02-01,2019-12-06
2019-12-06,322551.468,2044-03-01,2019-12-06
2019-12-06,322721.212,2044-04-01,2019-12-06
2019-12-06,322899.995,2044-05-01,2019-12-06
2019-12-06,323088.466,2044-06-01,2019-12-06
2019-12-06,323291.042,2044-07-01,2019-12-06
2019-12-06,323501.361,2044-08-01,2019-12-06
2019-12-06,323709.851,2044-09-01,2019-12-06
2019-12-06,323919.726,2044-10-01,2019-12-06
2019-12-06,324106.527,2044-11-01,2019-12-06
2019-12-06,324274.912,2044-12-01,2019-12-06
2019-12-06,324438.195,2045-01-01,2019-12-06
2019-12-06,324581.497,2045-02-01,2019-12-06
2019-12-06,324713.97,2045-03-01,2019-12-06
2019-12-06,324861.757,2045-04-01,2019-12-06
2019-12-06,325019.199,2045-05-01,2019-12-06
2019-12-06,325186.237,2045-06-01,2019-12-06
2019-12-06,325367.612,2045-07-01,2019-12-06
2019-12-06,325567.716,2045-08-01,2019-12-06
2019-12-06,325766.019,2045-09-01,2019-12-06
2019-12-06,325965.952,2045-10-01,2019-12-06
2019-12-06,326142.633,2045-11-01,2019-12-06
2019-12-06,326301.399,2045-12-01,2019-12-06
2019-12-06,326454.123,2046-01-01,2019-12-06
2019-12-06,326600.823,2046-02-01,2019-12-06
2019-12-06,326736.69,2046-03-01,2019-12-06
2019-12-06,326887.866,2046-04-01,2019-12-06
2019-12-06,327048.704,2046-05-01,2019-12-06
2019-12-06,327219.14,2046-06-01,2019-12-06
2019-12-06,327403.909,2046-07-01,2019-12-06
2019-12-06,327600.25,2046-08-01,2019-12-06
2019-12-06,327794.788,2046-09-01,2019-12-06
2019-12-06,327990.95,2046-10-01,2019-12-06
2019-12-06,328163.864,2046-11-01,2019-12-06
2019-12-06,328318.861,2046-12-01,2019-12-06
2019-12-06,328467.812,2047-01-01,2019-12-06
2019-12-06,328610.744,2047-02-01,2019-12-06
2019-12-06,328742.843,2047-03-01,2019-12-06
2019-12-06,328890.25,2047-04-01,2019-12-06
2019-12-06,329047.319,2047-05-01,2019-12-06
2019-12-06,329213.989,2047-06-01,2019-12-06
2019-12-06,329394.993,2047-07-01,2019-12-06
2019-12-06,329591.333,2047-08-01,2019-12-06
2019-12-06,329785.872,2047-09-01,2019-12-06
2019-12-06,329982.035,2047-10-01,2019-12-06
2019-12-06,330154.949,2047-11-01,2019-12-06
2019-12-06,330309.946,2047-12-01,2019-12-06
2019-12-06,156309.0,1981-01-01,2019-12-06
2019-12-06,156527.0,1981-02-01,2019-12-06
2019-12-06,156731.0,1981-03-01,2019-12-06
2019-12-06,156943.0,1981-04-01,2019-12-06
2019-12-06,157140.0,1981-05-01,2019-12-06
2019-12-06,157343.0,1981-06-01,2019-12-06
2019-12-06,157553.0,1981-07-01,2019-12-06
2019-12-06,157798.0,1981-08-01,2019-12-06
2019-12-06,158053.0,1981-09-01,2019-12-06
2019-12-06,158306.0,1981-10-01,2019-12-06
2019-12-06,158451.0,1981-11-01,2019-12-06
2019-12-06,158757.0,1981-12-01,2019-12-06
2019-12-06,158973.0,1982-01-01,2019-12-06
2019-12-06,159170.0,1982-02-01,2019-12-06
2019-12-06,159349.0,1982-03-01,2019-12-06
2019-12-06,159556.0,1982-04-01,2019-12-06
2019-12-06,159745.0,1982-05-01,2019-12-06
2019-12-06,159956.0,1982-06-01,2019-12-06
2019-12-06,160184.0,1982-07-01,2019-12-06
2019-12-06,160449.0,1982-08-01,2019-12-06
2019-12-06,160718.0,1982-09-01,2019-12-06
2019-12-06,160978.0,1982-10-01,2019-12-06
2019-12-06,161223.0,1982-11-01,2019-12-06
2019-12-06,161453.0,1982-12-01,2019-12-06
2019-12-06,161690.0,1983-01-01,2019-12-06
2019-12-06,161912.0,1983-02-01,2019-12-06
2019-12-06,162124.0,1983-03-01,2019-12-06
2019-12-06,162350.0,1983-04-01,2019-12-06
2019-12-06,162564.0,1983-05-01,2019-12-06
2019-12-06,162790.0,1983-06-01,2019-12-06
2019-12-06,163026.0,1983-07-01,2019-12-06
2019-12-06,163290.0,1983-08-01,2019-12-06
2019-12-06,163570.0,1983-09-01,2019-12-06
2019-12-06,163847.0,1983-10-01,2019-12-06
2019-12-06,164107.0,1983-11-01,2019-12-06
2019-12-06,164349.0,1983-12-01,2019-12-06
2019-12-06,164588.0,1984-01-01,2019-12-06
2019-12-06,164809.0,1984-02-01,2019-12-06
2019-12-06,165018.0,1984-03-01,2019-12-06
2019-12-06,165251.0,1984-04-01,2019-12-06
2019-12-06,165463.0,1984-05-01,2019-12-06
2019-12-06,165695.0,1984-06-01,2019-12-06
2019-12-06,165931.0,1984-07-01,2019-12-06
2019-12-06,166192.0,1984-08-01,2019-12-06
2019-12-06,166473.0,1984-09-01,2019-12-06
2019-12-06,166755.0,1984-10-01,2019-12-06
2019-12-06,167023.0,1984-11-01,2019-12-06
2019-12-06,167270.0,1984-12-01,2019-12-06
2019-12-06,167513.0,1985-01-01,2019-12-06
2019-12-06,167746.0,1985-02-01,2019-12-06
2019-12-06,167977.0,1985-03-01,2019-12-06
2019-12-06,168221.0,1985-04-01,2019-12-06
2019-12-06,168436.0,1985-05-01,2019-12-06
2019-12-06,168659.0,1985-06-01,2019-12-06
2019-12-06,168903.0,1985-07-01,2019-12-06
2019-12-06,169191.0,1985-08-01,2019-12-06
2019-12-06,169488.0,1985-09-01,2019-12-06
2019-12-06,169780.0,1985-10-01,2019-12-06
2019-12-06,170063.0,1985-11-01,2019-12-06
2019-12-06,170315.0,1985-12-01,2019-12-06
2019-12-06,170571.0,1986-01-01,2019-12-06
2019-12-06,170806.0,1986-02-01,2019-12-06
2019-12-06,171029.0,1986-03-01,2019-12-06
2019-12-06,171271.0,1986-04-01,2019-12-06
2019-12-06,171501.0,1986-05-01,2019-12-06
2019-12-06,171741.0,1986-06-01,2019-12-06
2019-12-06,171984.0,1986-07-01,2019-12-06
2019-12-06,172257.0,1986-08-01,2019-12-06
2019-12-06,172538.0,1986-09-01,2019-12-06
2019-12-06,172816.0,1986-10-01,2019-12-06
2019-12-06,173070.0,1986-11-01,2019-12-06
2019-12-06,173298.0,1986-12-01,2019-12-06
2019-12-06,173533.0,1987-01-01,2019-12-06
2019-12-06,173746.0,1987-02-01,2019-12-06
2019-12-06,173945.0,1987-03-01,2019-12-06
2019-12-06,174176.0,1987-04-01,2019-12-06
2019-12-06,174397.0,1987-05-01,2019-12-06
2019-12-06,174639.0,1987-06-01,2019-12-06
2019-12-06,174882.0,1987-07-01,2019-12-06
2019-12-06,175143.0,1987-08-01,2019-12-06
2019-12-06,175413.0,1987-09-01,2019-12-06
2019-12-06,175697.0,1987-10-01,2019-12-06
2019-12-06,175966.0,1987-11-01,2019-12-06
2019-12-06,176207.0,1987-12-01,2019-12-06
2019-12-06,176447.0,1988-01-01,2019-12-06
2019-12-06,176685.0,1988-02-01,2019-12-06
2019-12-06,176905.0,1988-03-01,2019-12-06
2019-12-06,177146.0,1988-04-01,2019-12-06
2019-12-06,177365.0,1988-05-01,2019-12-06
2019-12-06,177591.0,1988-06-01,2019-12-06
2019-12-06,177830.0,1988-07-01,2019-12-06
2019-12-06,178101.0,1988-08-01,2019-12-06
2019-12-06,178376.0,1988-09-01,2019-12-06
2019-12-06,178657.0,1988-10-01,2019-12-06
2019-12-06,178921.0,1988-11-01,2019-12-06
2019-12-06,179153.0,1988-12-01,2019-12-06
2019-12-06,179386.0,1989-01-01,2019-12-06
2019-12-06,179597.0,1989-02-01,2019-12-06
2019-12-06,179788.0,1989-03-01,2019-12-06
2019-12-06,180007.0,1989-04-01,2019-12-06
2019-12-06,180222.0,1989-05-01,2019-12-06
2019-12-06,180444.0,1989-06-01,2019-12-06
2019-12-06,180671.0,1989-07-01,2019-12-06
2019-12-06,180945.0,1989-08-01,2019-12-06
2019-12-06,181238.0,1989-09-01,2019-12-06
2019-12-06,181528.0,1989-10-01,2019-12-06
